atleast, >d, done_percent, <ep, learning_curve, <np, nprod, optimism, pomposity, productivity_exp, productivity_new, r, to, ts, >dom, !klass
..9.88,34.62,..9.99,1.58,77.07..,25.42,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,10.82..27.53,..14,0.19,..0.97
..9.88,34.62,..9.99,4.3,77.07..,22.7,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,10.82..27.53,..14,0.17,..0.97
..9.88,34.62,..9.99,6.95,77.07..,20.05,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,10.82..27.53,..14,0.22,..0.97
..9.88,34.62,..9.99,5.79,77.07..,21.21,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,10.82..27.53,..14,0.16,..0.97
..9.88,34.62,..9.99,6.72,77.07..,20.28,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,10.82..27.53,..14,0.16,..0.97
..9.88,29.06,..9.99,9.31,24.27..33.44,8.69,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.43,..0.97
..9.88,29.06,..9.99,13.71,24.27..33.44,4.29,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.31,..0.97
..9.88,29.06,..9.99,12.7,24.27..33.44,5.3,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.29,..0.97
..9.88,29.06,..9.99,14.28,24.27..33.44,3.72,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.37,..0.97
..9.88,29.06,..9.99,14.41,24.27..33.44,3.59,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.34,..0.97
..9.88,29.06,..9.99,11.45,24.27..33.44,6.55,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.33,..0.97
..9.88,29.06,..9.99,8.67,24.27..33.44,9.33,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.39,..0.97
..9.88,29.06,..9.99,13.56,24.27..33.44,4.44,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.28,..0.97
..9.88,29.06,..9.99,12.11,24.27..33.44,5.89,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.33,..0.97
..9.88,29.06,..9.99,14.41,24.27..33.44,3.59,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.36,..0.97
..9.88,29.06,..9.99,10.72,24.27..33.44,7.28,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.37,..0.97
..9.88,29.06,..9.99,14.01,24.27..33.44,3.99,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.34,..0.97
..9.88,29.06,..9.99,12.51,24.27..33.44,5.49,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.33,..0.97
..9.88,29.06,..9.99,14.14,24.27..33.44,3.86,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.35,..0.97
..9.88,29.06,..9.99,13.06,24.27..33.44,4.94,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.37,..0.97
..9.88,29.06,..9.99,11.21,24.27..33.44,6.79,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.3,..0.97
..9.88,29.06,..9.99,12.31,24.27..33.44,5.69,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.29,..0.97
..9.88,29.06,..9.99,12.88,24.27..33.44,5.12,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.35,..0.97
..9.88,29.06,..9.99,10.45,24.27..33.44,7.55,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.31,..0.97
..9.88,29.06,..9.99,13.23,24.27..33.44,4.77,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.31,..0.97
..9.88,29.06,..9.99,13.86,24.27..33.44,4.14,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.3,..0.97
..9.88,29.06,..9.99,11.68,24.27..33.44,6.32,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.33,..0.97
..9.88,0.79,..9.99,8,24.27..33.44,10,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.18,..0.97
..9.88,29.06,..9.99,9.61,24.27..33.44,8.39,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.37,..0.97
..9.88,29.06,..9.99,8.34,24.27..33.44,9.66,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.42,..0.97
..9.88,29.06,..9.99,9.9,24.27..33.44,8.1,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.27,..0.97
..9.88,29.06,..9.99,8.99,24.27..33.44,9.01,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.26,..0.97
..9.88,29.06,..9.99,11.9,24.27..33.44,6.1,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.45,..0.97
..9.88,29.06,..9.99,10.97,24.27..33.44,7.03,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.37,..0.97
..9.88,29.06,..9.99,13.4,24.27..33.44,4.6,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.4,..0.97
..9.88,29.06,..9.99,10.18,24.27..33.44,7.82,..1.65,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.27,..0.97
..9.88,100,..9.99,1.55,33.61..64.18,20.45,4.32..8.09,..99.92,26.78..,2.38..,0.8..0.89,236.03..817.08,63.4..87.12,..14,0.82,..0.97
..9.88,0.63,..9.99,1,33.61..64.18,21,4.32..8.09,..99.92,26.78..,2.38..,0.8..0.89,236.03..817.08,63.4..87.12,..14,0.14,..0.97
..9.88,98.06,..9.99,16.65,10.66..21.69,5.35,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.75,..0.97
..9.88,98.06,..9.99,8.48,10.66..21.69,13.52,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.82,..0.97
..9.88,98.06,..9.99,12.98,10.66..21.69,9.02,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.87,..0.97
..9.88,98.06,..9.99,9.96,10.66..21.69,12.04,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.79,..0.97
..9.88,98.06,..9.99,15.25,10.66..21.69,6.75,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.81,..0.97
..9.88,98.06,..9.99,12.45,10.66..21.69,9.55,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.85,..0.97
..9.88,98.06,..9.99,18.22,10.66..21.69,3.78,1.66..2.4,..99.92,26.78..,2.38..,0.43..0.52,236.03..817.08,10.82..27.53,..14,0.84,..0.97
..9.88,98.06,..9.99,17.5,10.66..21.69,4.5,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.84,..0.97
..9.88,98.06,..9.99,13.49,10.66..21.69,8.51,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.76,..0.97
..9.88,98.06,..9.99,16.33,10.66..21.69,5.67,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.85,..0.97
..9.88,98.06,..9.99,18.43,10.66..21.69,3.57,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.83,..0.97
..9.88,98.06,..9.99,5.91,10.66..21.69,16.09,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.81,..0.97
..9.88,98.06,..9.99,18.63,10.66..21.69,3.37,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.83,..0.97
..9.88,98.06,..9.99,13.97,10.66..21.69,8.03,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.82,..0.97
..9.88,100,..9.99,3.34,77.07..,28.66,2.4..4.27,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.55,..0.97
..9.88,98.06,..9.99,6.82,10.66..21.69,15.18,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.82,..0.97
..9.88,0.51,..9.99,3,77.07..,29,2.4..4.27,..99.92,26.78..,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0,..0.97
..9.88,98.06,..9.99,9.24,10.66..21.69,12.76,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.85,..0.97
..9.88,98.06,..9.99,15.99,10.66..21.69,6.01,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.86,..0.97
..9.88,0.62,..9.99,4,10.66..21.69,18,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.12,..0.97
..9.88,98.06,..9.99,14.42,10.66..21.69,7.58,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.85,..0.97
..9.88,98.06,..9.99,11.88,10.66..21.69,10.12,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.84,..0.97
..9.88,98.06,..9.99,7.67,10.66..21.69,14.33,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.82,..0.97
..9.88,98.06,..9.99,14.85,10.66..21.69,7.15,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.78,..0.97
..9.88,98.06,..9.99,10.63,10.66..21.69,11.37,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.8,..0.97
..9.88,98.06,..9.99,4.96,10.66..21.69,17.04,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.77,..0.97
..9.88,98.06,..9.99,18.63,10.66..21.69,3.37,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.86,..0.97
..9.88,98.06,..9.99,15.63,10.66..21.69,6.37,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.76,..0.97
..9.88,98.06,..9.99,16.95,10.66..21.69,5.05,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.81,..0.97
..9.88,98.06,..9.99,17.75,10.66..21.69,4.25,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.82,..0.97
..9.88,98.06,..9.99,17.23,10.66..21.69,4.77,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.82,..0.97
..9.88,98.06,..9.99,11.27,10.66..21.69,10.73,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.81,..0.97
..9.88,98.06,..9.99,17.99,10.66..21.69,4.01,1.66..2.4,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,10.82..27.53,..14,0.85,..0.97
..9.88,0.47,..9.99,7,77.07..,29,4.32..8.09,..99.92,9.54..22.13,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0,..0.97
..9.88,100,..9.99,7.31,77.07..,28.69,4.32..8.09,..99.92,9.54..22.13,2.38..,0.66..0.79,236.03..817.08,87.57..98.38,..14,0.44,..0.97
..9.88,0.25,..9.99,5,10.66..21.69,14,4.32..8.09,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,27.53..36.85,..14,0.13,..0.97
..9.88,100,..9.99,6.2,10.66..21.69,12.8,4.32..8.09,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,..14,0.88,..0.97
..9.88,88.42,..9.99,21.55,10.66..21.69,7.45,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.62,..0.97
..9.88,88.42,..9.99,17.41,10.66..21.69,11.59,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.61,..0.97
..9.88,88.42,..9.99,14.55,10.66..21.69,14.45,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.62,..0.97
..9.88,88.42,..9.99,23.65,10.66..21.69,5.35,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.62,..0.97
..9.88,0.54,..9.99,4,10.66..21.69,25,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,189.65..236.03,98.38..,..14,0.01,..0.97
..9.88,88.42,..9.99,19.71,10.66..21.69,9.29,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.55,..0.97
..9.88,88.42,..9.99,23.93,10.66..21.69,5.07,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.53,..0.97
..9.88,88.42,..9.99,16.06,10.66..21.69,12.94,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.5,..0.97
..9.88,88.42,..9.99,20.21,10.66..21.69,8.79,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.59,..0.97
..9.88,88.42,..9.99,6.54,10.66..21.69,22.46,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.45,..0.97
..9.88,88.42,..9.99,7.74,10.66..21.69,21.26,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.51,..0.97
..9.88,88.42,..9.99,18.04,10.66..21.69,10.96,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.58,..0.97
..9.88,88.42,..9.99,11.95,10.66..21.69,17.05,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.55,..0.97
..9.88,88.42,..9.99,15.33,10.66..21.69,13.67,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.48,..0.97
..9.88,88.42,..9.99,19.18,10.66..21.69,9.82,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.58,..0.97
..9.88,88.42,..9.99,13.73,10.66..21.69,15.27,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.59,..0.97
..9.88,88.42,..9.99,8.89,10.66..21.69,20.11,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.59,..0.97
..9.88,88.42,..9.99,12.87,10.66..21.69,16.13,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.57,..0.97
..9.88,88.42,..9.99,21.12,10.66..21.69,7.88,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.54,..0.97
..9.88,88.42,..9.99,23.93,10.66..21.69,5.07,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.62,..0.97
..9.88,88.42,..9.99,23.34,10.66..21.69,5.66,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.59,..0.97
..9.88,88.42,..9.99,16.76,10.66..21.69,12.24,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.54,..0.97
..9.88,88.42,..9.99,20.68,10.66..21.69,8.32,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.55,..0.97
..9.88,88.42,..9.99,10.99,10.66..21.69,18.01,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.6,..0.97
..9.88,88.42,..9.99,5.27,10.66..21.69,23.73,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.49,..0.97
..9.88,88.42,..9.99,23.02,10.66..21.69,5.98,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.6,..0.97
..9.88,88.42,..9.99,9.96,10.66..21.69,19.04,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.56,..0.97
..9.88,88.42,..9.99,18.62,10.66..21.69,10.38,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.56,..0.97
..9.88,88.42,..9.99,22.33,10.66..21.69,6.67,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.49,..0.97
..9.88,88.42,..9.99,21.95,10.66..21.69,7.05,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.59,..0.97
..9.88,88.42,..9.99,22.68,10.66..21.69,6.32,4.32..8.09,..99.92,26.78..,..2.38,0.25..0.41,..184.92,98.38..,..14,0.55,..0.97
..9.88,28.38,..9.99,8.28,33.61..64.18,16.72,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.13,..0.97
..9.88,28.38,..9.99,9.72,33.61..64.18,15.28,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.28,..0.97
..9.88,28.38,..9.99,12.51,33.61..64.18,12.49,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.27,..0.97
..9.88,28.38,..9.99,7.11,33.61..64.18,17.89,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.14,..0.97
..9.88,28.38,..9.99,11.64,33.61..64.18,13.36,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.1,..0.97
..9.88,28.38,..9.99,13.32,33.61..64.18,11.68,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.27,..0.97
..9.88,28.38,..9.99,13.84,33.61..64.18,11.16,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.19,..0.97
..9.88,28.38,..9.99,11.03,33.61..64.18,13.97,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.17,..0.97
..9.88,28.38,..9.99,8.65,33.61..64.18,16.35,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.1,..0.97
..9.88,28.38,..9.99,11.94,33.61..64.18,13.06,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.2,..0.97
..9.88,0.93,..9.99,5,33.61..64.18,20,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.01,..0.97
..9.88,28.38,..9.99,7.51,33.61..64.18,17.49,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.16,..0.97
..9.88,28.38,..9.99,10.05,33.61..64.18,14.95,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.22,..0.97
..9.88,28.38,..9.99,11.34,33.61..64.18,13.66,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.21,..0.97
..9.88,28.38,..9.99,6.29,33.61..64.18,18.71,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.25,..0.97
..9.88,28.38,..9.99,12.79,33.61..64.18,12.21,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.23,..0.97
..9.88,28.38,..9.99,14.09,33.61..64.18,10.91,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,36.85..44.64,..14,0.11,..0.97
..9.88,28.38,..9.99,7.9,33.61..64.18,17.1,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.21,..0.97
..9.88,28.38,..9.99,10.71,33.61..64.18,14.29,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.13,..0.97
..9.88,28.38,..9.99,14.33,33.61..64.18,10.67,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.25,..0.97
..9.88,28.38,..9.99,9.01,33.61..64.18,15.99,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.24,..0.97
..9.88,28.38,..9.99,14.56,33.61..64.18,10.44,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.18,..0.97
..9.88,28.38,..9.99,9.37,33.61..64.18,15.63,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.17,..0.97
..9.88,28.38,..9.99,10.39,33.61..64.18,14.61,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.15,..0.97
..9.88,28.38,..9.99,13.06,33.61..64.18,11.94,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.13,..0.97
..9.88,28.38,..9.99,12.23,33.61..64.18,12.77,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.26,..0.97
..9.88,28.38,..9.99,14.56,33.61..64.18,10.44,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.25,..0.97
..9.88,28.38,..9.99,13.58,33.61..64.18,11.42,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.22,..0.97
..9.88,28.38,..9.99,5.87,33.61..64.18,19.13,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.17,..0.97
..9.88,28.38,..9.99,5.43,33.61..64.18,19.57,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.24,..0.97
..9.88,28.38,..9.99,6.71,33.61..64.18,18.29,..1.65,..99.92,26.78..,2.38..,0.25..0.41,..184.92,44.64..46.94,..14,0.12,..0.97
..9.88,0.14,..9.99,8,33.61..64.18,13,4.32..8.09,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,87.57..98.38,..14,0.21,..0.97
..9.88,100,..9.99,8.23,33.61..64.18,12.77,4.32..8.09,..99.92,26.78..,2.38..,0.25..0.41,236.03..817.08,87.57..98.38,..14,0.81,..0.97
..9.88,0.64,..9.99,1,24.27..33.44,24,8.89..9.5,..99.92,26.78..,..2.38,0.43..0.52,236.03..817.08,63.4..87.12,..14,0.01,..0.97
..9.88,100,..9.99,1.94,24.27..33.44,23.06,8.89..9.5,..99.92,26.78..,..2.38,0.43..0.52,236.03..817.08,63.4..87.12,..14,0.75,..0.97
..9.88,12.51,..9.99,3.29,33.61..64.18,4.71,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.46,..0.97
..9.88,12.51,..9.99,4.93,33.61..64.18,3.07,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.47,..0.97
..9.88,12.51,..9.99,1.57,33.61..64.18,6.43,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.42,..0.97
..9.88,12.51,..9.99,4.25,33.61..64.18,3.75,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.44,..0.97
..9.88,12.51,..9.99,1.92,33.61..64.18,6.08,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.43,..0.97
..9.88,12.51,..9.99,3.16,33.61..64.18,4.84,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.41,..0.97
..9.88,12.51,..9.99,4.14,33.61..64.18,3.86,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.42,..0.97
..9.88,12.51,..9.99,4.65,33.61..64.18,3.35,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.33,..0.97
..9.88,12.51,..9.99,4.93,33.61..64.18,3.07,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.47,..0.97
..9.88,12.51,..9.99,3.92,33.61..64.18,4.08,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.35,..0.97
..9.88,12.51,..9.99,1.75,33.61..64.18,6.25,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.5,..0.97
..9.88,12.51,..9.99,2.09,33.61..64.18,5.91,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.38,..0.97
..9.88,12.51,..9.99,4.84,33.61..64.18,3.16,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.43,..0.97
..9.88,0.16,..9.99,1,33.61..64.18,7,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.35,..0.97
..9.88,12.51,..9.99,1.19,33.61..64.18,6.81,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.44,..0.97
..9.88,12.51,..9.99,3.43,33.61..64.18,4.57,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.44,..0.97
..9.88,12.51,..9.99,2.42,33.61..64.18,5.58,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.45,..0.97
..9.88,12.51,..9.99,2.58,33.61..64.18,5.42,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.46,..0.97
..9.88,12.51,..9.99,4.46,33.61..64.18,3.54,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.37,..0.97
..9.88,12.51,..9.99,4.75,33.61..64.18,3.25,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.45,..0.97
..9.88,12.51,..9.99,1.38,33.61..64.18,6.62,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.43,..0.97
..9.88,12.51,..9.99,4.56,33.61..64.18,3.44,..1.65,..99.92,26.78..,2.38..,0.52..0.66,189.65..236.03,87.57..98.38,..14,0.51,..0.97
